day,code,mm,macd,bollinger,rsi,score
2025-7-21,LEBL.PA,0,0,75,,
2025-7-21,INEA.PA,75,50,75,,
2025-7-21,FLY.PA,90,25,50,,
2025-7-21,MLVIN.PA,75,75,50,,
2025-7-21,SPEL.PA,65,100,50,,
2025-7-21,FORE.PA,0,50,75,,
2025-7-21,FORSE.PA,0,50,25,,
2025-7-21,FRVIA.PA,85,50,25,,
2025-7-21,ALFPC.PA,85,50,50,,
2025-7-21,FDE.PA,100,50,50,,
2025-7-21,MLFTI.PA,0,0,0,,
2025-7-21,ALFRE.PA,0,0,25,,
2025-7-21,FREY.PA,85,0,50,,
2025-7-21,MLGAI.PA,100,25,50,,
2025-7-21,MLGAL.PA,80,100,50,,
2025-7-21,ALBI.PA,20,0,50,,
2025-7-21,GAM.PA,0,50,75,,
2025-7-21,GEA.PA,100,25,75,,
2025-7-21,ALGEC.PA,65,75,50,,
2025-7-21,GNE.PA,N/A,,N/A,,
2025-7-21,GFC.PA,40,50,50,,
2025-7-21,GNRO.PA,0,50,75,,
2025-7-21,GNFT.PA,10,75,50,,
2025-7-21,ALGEN.PA,20,0,75,,
2025-7-21,SIGHT.PA,0,50,75,,
2025-7-21,MLGEQ.PA,0,0,0,,
2025-7-21,GET.PA,75,50,75,,
2025-7-21,ALGEV.PA,35,100,25,,
2025-7-21,GLO.PA,100,25,50,,
2025-7-21,ALGBE.PA,0,75,75,,
2025-7-21,MLNDG.PA,0,0,0,,
2025-7-21,GPE.PA,10,50,75,,
2025-7-21,ALGLD.PA,0,50,50,,
2025-7-21,GRVO.PA,25,50,50,,
2025-7-21,ALGRO.PA,0,75,50,,
2025-7-21,MLGRC.PA,0,0,75,,
2025-7-21,CEN.PA,85,50,50,,
2025-7-21,ALGIL.PA,85,75,25,,
2025-7-21,GJAJ.PA,80,50,50,,
2025-7-21,ALLDL.PA,0,100,25,,
2025-7-21,ALOKW.PA,35,25,75,,
2025-7-21,PARP.PA,65,50,50,,
2025-7-21,ALGTR.PA,100,50,0,,
2025-7-21,SFPI.PA,100,50,25,,
2025-7-21,GTT.PA,100,25,50,,
2025-7-21,ALIMO.PA,65,50,50,,
2025-7-21,GBT.PA,25,25,75,,
2025-7-21,GUI.PA,15,25,50,,
2025-7-21,ALHAF.PA,0,0,75,,
2025-7-21,ALHGO.PA,45,75,50,,
2025-7-21,PIG.PA,0,100,50,,
2025-7-21,HDF.PA,15,50,75,,
2025-7-21,MLHAY.PA,0,0,0,,
2025-7-21,ALHRG.PA,10,75,50,,
2025-7-21,RMS.PA,35,50,50,,
2025-7-21,ALHEX.PA,100,0,75,,
2025-7-21,ALHF.PA,75,50,50,,
2025-7-21,HCO.PA,100,50,25,,
2025-7-21,ALHYP.PA,100,50,50,,
2025-7-21,ALHIT.PA,100,50,25,,
2025-7-21,MLHK.PA,15,0,75,,
2025-7-21,MLHBB.PA,15,50,50,,
2025-7-21,ALHGR.PA,25,50,50,,
2025-7-21,MLHPE.PA,25,50,50,,
2025-7-21,MLHMC.PA,0,0,50,,
2025-7-21,ALHOP.PA,30,50,75,,
2025-7-21,MLHOT.PA,75,0,50,,
2025-7-21,MLHBP.PA,100,50,25,,
2025-7-21,HDP.PA,100,100,25,,
2025-7-21,MLHIN.PA,85,25,50,,
2025-7-21,ALHUN.PA,15,75,25,,
2025-7-21,MLHYD.PA,85,0,100,,
2025-7-21,MLHYE.PA,15,50,50,,
2025-7-21,ALHRS.PA,0,0,75,,
2025-7-21,ALI2S.PA,0,75,50,,
2025-7-21,ICAD.PA,40,50,50,,
2025-7-21,ALICA.PA,10,75,50,,
2025-7-21,IDL.PA,100,100,25,,
2025-7-21,IDIP.PA,100,50,25,,
2025-7-21,MLIDS.PA,85,25,25,,
2025-7-21,ALIKO.PA,85,50,75,,
2025-7-21,MLIML.PA,25,25,50,,
2025-7-21,NK.PA,15,0,75,,
2025-7-21,MLIPP.PA,85,25,50,,
2025-7-21,ALIMR.PA,0,0,50,,
2025-7-21,IMDA.PA,100,50,50,,
2025-7-21,ALIMP.PA,55.00000000000001,100,25,,
2025-7-21,MLIMP.PA,0,50,50,,
2025-7-21,MLIFS.PA,0,0,50,,
2025-7-21,INFE.PA,85,0,75,,
2025-7-21,MLIFC.PA,0,0,50,,
2025-7-21,INF.PA,15,50,75,,
2025-7-21,MLINM.PA,0,0,0,,
2025-7-21,MLISP.PA,0,0,0,,
2025-7-21,IPH.PA,15,75,25,,
2025-7-21,MLIRF.PA,100,50,25,,
2025-7-21,ALINN.PA,85,0,75,,
2025-7-21,ALINT.PA,0,50,50,,
2025-7-21,ALLUX.PA,35,0,75,,
2025-7-21,ITP.PA,15,25,50,,
2025-7-21,ITXT.PA,0,0,75,,
2025-7-21,ALINS.PA,85,0,75,,
2025-7-21,IVA.PA,65,75,50,,
2025-7-21,MLIPO.PA,0,0,0,,
2025-7-21,ALINV.PA,0,100,50,,
2025-7-21,IPN.PA,15,100,25,,
2025-7-21,IPS.PA,10,0,75,,
2025-7-21,ALISP.PA,0,75,25,,
2025-7-21,ALITL.PA,85,50,50,,
2025-7-21,JCQ.PA,100,50,25,,
2025-7-21,JBOG.PA,0,0,75,,
2025-7-21,DEC.PA,0,0,50,,
2025-7-21,MLJ21.PA,85,0,50,,
2025-7-21,ALKAL.PA,15,100,25,,
2025-7-21,KOF.PA,30,0,75,,
2025-7-21,KER.PA,15,50,50,,
2025-7-21,ALKLK.PA,100,50,50,,
2025-7-21,ALKEY.PA,65,25,50,,
2025-7-21,ALKKO.PA,15,0,100,,
2025-7-21,ALKLA.PA,35,0,100,,
2025-7-21,LI.PA,85,50,50,,
2025-7-21,ALKOM.PA,65,0,50,,
2025-7-21,ALVAP.PA,20,50,50,,
2025-7-21,OR.PA,85,0,50,,
2025-7-21,LACR.PA,25,25,50,,
2025-7-21,MMB.PA,85,25,75,,
2025-7-21,ALLAN.PA,100,0,50,,
2025-7-21,ALLGO.PA,65,50,50,,
2025-7-21,LAT.PA,0,0,0,,
2025-7-21,LPE.PA,0,0,50,,
2025-7-21,LOUP.PA,100,50,50,,
2025-7-21,ALBON.PA,35,50,50,,
2025-7-21,LSS.PA,15,50,50,,
2025-7-21,ALLPL.PA,0,50,75,,
2025-7-21,LR.PA,100,100,0,,
2025-7-21,ALLHB.PA,65,75,50,,
2025-7-21,ALLEX.PA,90,25,50,,
2025-7-21,LHYFE.PA,70,25,50,,
2025-7-21,LIN.PA,20,0,75,,
2025-7-21,FII.PA,100,50,50,,
2025-7-21,ALLAM.PA,45,50,50,,
2025-7-21,ALLLN.PA,85,0,50,,
2025-7-21,LNA.PA,100,25,50,,
2025-7-21,MLLOI.PA,75,50,50,,
2025-7-21,ALLOG.PA,100,25,75,,
2025-7-21,MLCAC.PA,45,50,50,,
2025-7-21,ALUCI.PA,0,0,50,,
2025-7-21,LBIRD.PA,100,25,50,,
2025-7-21,MC.PA,0,50,50,,
2025-7-21,ALMII.PA,65,0,75,,
2025-7-21,MAAT.PA,0,50,75,,
2025-7-21,MLMAD.PA,100,0,50,,
2025-7-21,MLMGL.PA,35,100,0,,
2025-7-21,MLCLI.PA,0,0,75,,
2025-7-21,ALMKS.PA,100,0,25,,
2025-7-21,MDM.PA,0,50,50,,
2025-7-21,MALT.PA,85,0,50,,
2025-7-21,MTU.PA,85,100,25,,
2025-7-21,ALMAR.PA,100,100,0,,
2025-7-21,IAM.PA,100,50,50,,
2025-7-21,ALMAS.PA,0,0,0,,
2025-7-21,ALMKT.PA,15,0,75,,
2025-7-21,MBWS.PA,0,50,75,,
2025-7-21,MAU.PA,25,25,50,,
2025-7-21,EDI.PA,0,100,0,,
2025-7-21,MLLAB.PA,100,100,25,,
2025-7-21,ALMDT.PA,0,100,50,,
2025-7-21,MEDCL.PA,85,0,75,,
2025-7-21,AL2SI.PA,100,100,25,62.25,
2025-7-21,ABCA.PA,N/A,,N/A,NaN,
2025-7-21,ABEO.PA,35,25,50,42.75,
2025-7-21,ABNX.PA,0,0,25,15,
2025-7-21,ABVX.PA,65,100,25,48.5,
2025-7-21,ABLD.PA,65,100,25,50.25,
2025-7-21,ACAN.PA,55.00000000000001,0,50,45.25,
2025-7-21,AC.PA,85,100,25,55.75,
2025-7-21,ALALO.PA,N/A,,N/A,NaN,
2025-7-21,EOS.PA,100,25,50,66.25,
2025-7-21,ALATI.PA,100,50,25,56.25,
2025-7-21,MLACT.PA,0,50,50,32.5,
2025-7-21,ALDV.PA,70,0,75,NaN,
2025-7-21,ALARF.PA,85,100,25,62,
2025-7-21,ALADO.PA,0,50,100,55.75,
2025-7-21,ADOC.PA,0,100,25,31,
2025-7-21,ADP.PA,40,75,25,41,
2025-7-21,ALDVI.PA,0,50,75,41,
2025-7-21,ALAVI.PA,10,50,50,42.75,
2025-7-21,AELIS.PA,0,0,100,44.25,
2025-7-21,AKOM.PA,0,0,75,NaN,
2025-7-21,AFME.PA,0,0,75,31.5,
2025-7-21,MLAGI.PA,15,50,50,50.25,
2025-7-21,ALAFY.PA,85,0,75,68.25,
2025-7-21,MLAA.PA,25,0,25,NaN,
2025-7-21,ALAGP.PA,100,50,50,65.5,
2025-7-21,ALAGR.PA,15,0,100,44.75,
2025-7-21,AF.PA,100,50,25,50.75,
2025-7-21,AI.PA,75,50,75,68.5,
2025-7-21,ALAIR.PA,35,50,50,42.5,
2025-7-21,AIR.PA,100,50,25,57,
2025-7-21,AKW.PA,65,25,50,52.75,
2025-7-21,AAA.PA,0,75,50,34.5,
2025-7-21,ALCHI.PA,0,50,50,NaN,
2025-7-21,CDA.PA,100,25,50,63.75,
2025-7-21,ALO.PA,15,100,0,30,
2025-7-21,ALTA.PA,45,50,50,50.5,
2025-7-21,AREIT.PA,100,25,50,76.25,
2025-7-21,ATE.PA,15,50,50,35.75,
2025-7-21,ALORA.PA,85,50,50,63,
2025-7-21,MLALV.PA,65,0,100,NaN,
2025-7-21,ALAMA.PA,100,50,25,55.75,
2025-7-21,MLAAH.PA,0,0,100,37.75,
2025-7-21,ALMIB.PA,75,50,50,57.25,
2025-7-21,AMPLI.PA,85,0,50,53.75,
2025-7-21,AMUN.PA,75,100,25,55,
2025-7-21,ANTIN.PA,85,50,50,60.25,
2025-7-21,MLASO.PA,0,0,0,NaN,
2025-7-21,ALAQU.PA,85,75,50,66,
2025-7-21,ARAMI.PA,15,0,75,45,
2025-7-21,ALJXR.PA,100,0,75,66.25,
2025-7-21,ALCUR.PA,10,0,75,40.75,
2025-7-21,MLARD.PA,0,75,50,NaN,
2025-7-21,MLARE.PA,0,0,0,NaN,
2025-7-21,MLARI.PA,0,0,0,NaN,
2025-7-21,ARG.PA,65,50,50,58.5,
2025-7-21,AKE.PA,0,50,50,32.25,
2025-7-21,ARTE.PA,100,25,50,62.25,
2025-7-21,PRC.PA,85,25,50,57.75,
2025-7-21,ARTO.PA,15,100,25,30.5,
2025-7-21,ARVEN.PA,100,50,50,63.75,
2025-7-21,MLAEM.PA,100,50,50,NaN,
2025-7-21,ASY.PA,85,50,25,52.75,
2025-7-21,MLAST.PA,0,0,0,NaN,
2025-7-21,ALATA.PA,85,0,100,74.25,
2025-7-21,ATEME.PA,65,50,50,51.25,
2025-7-21,ATLD.PA,85,50,75,72.5,
2025-7-21,ATO.PA,0,50,50,40.75,
2025-7-21,AUB.PA,100,50,50,66.75,
2025-7-21,ALAUD.PA,85,0,50,56.25,
2025-7-21,AUGR.PA,90,0,50,69,
2025-7-21,ALAMG.PA,0,0,0,NaN,
2025-7-21,AURE.PA,65,50,50,53.25,
2025-7-21,AVT.PA,0,0,0,10.5,
2025-7-21,MLAAT.PA,0,0,25,NaN,
2025-7-21,CS.PA,85,100,50,69,
2025-7-21,ALBKK.PA,100,50,50,67.75,
2025-7-21,BAIN.PA,35,100,25,42.25,
2025-7-21,BALYO.PA,100,50,50,67,
2025-7-21,BUI.PA,35,0,75,56,
2025-7-21,MLBAR.PA,0,0,0,NaN,
2025-7-21,BASS.PA,100,100,25,67.25,
2025-7-21,BLC.PA,100,25,50,63.75,
2025-7-21,MLBBO.PA,0,0,75,NaN,
2025-7-21,ALBDM.PA,100,25,75,71.75,
2025-7-21,BLV.PA,100,25,25,52,
2025-7-21,BEN.PA,0,100,50,37,
2025-7-21,ALDBL.PA,0,50,50,35.5,
2025-7-21,BB.PA,0,75,50,34.5,
2025-7-21,BIG.PA,65,50,50,50.75,
2025-7-21,ALBLD.PA,100,25,50,61.5,
2025-7-21,ALTUV.PA,40,100,25,43.75,
2025-7-21,BIM.PA,85,0,50,53.25,
2025-7-21,ALBPS.PA,0,0,25,8.5,
2025-7-21,ALBIO.PA,0,100,50,36.75,
2025-7-21,BLEE.PA,0,50,50,39.25,
2025-7-21,MLBSP.PA,20,0,75,NaN,
2025-7-21,ALBLU.PA,0,50,100,50.25,
2025-7-21,BNP.PA,85,100,50,68.25,
2025-7-21,ALBOA.PA,90,0,75,65.75,
2025-7-21,MLONE.PA,0,0,75,NaN,
2025-7-21,BOI.PA,0,50,75,40,
2025-7-21,BOL.PA,0,75,25,29.75,
2025-7-21,BON.PA,100,0,50,61.5,
2025-7-21,MLBON.PA,0,50,50,45,
2025-7-21,ALBOU.PA,85,0,75,63.25,
2025-7-21,ALBOO.PA,0,0,0,12.5,
2025-7-21,BSD.PA,15,25,50,33.25,
2025-7-21,EN.PA,100,50,50,66.25,
2025-7-21,ALBPK.PA,100,25,75,73,
2025-7-21,BUR.PA,100,50,25,59,
2025-7-21,BVI.PA,30,50,50,47.75,
2025-7-21,CAT31.PA,100,100,0,54,
2025-7-21,ALCAB.PA,0,50,75,49.75,
2025-7-21,CAFO.PA,N/A,,N/A,NaN,
2025-7-21,CBDG.PA,0,75,50,33.5,
2025-7-21,ALCAP.PA,0,0,75,NaN,
2025-7-21,CAP.PA,10,0,75,37.75,
2025-7-21,ALCRB.PA,35,0,75,45.75,
2025-7-21,ALCAR.PA,0,50,50,32.25,
2025-7-21,CARM.PA,35,75,25,40.75,
2025-7-21,CA.PA,0,50,50,30.5,
2025-7-21,CO.PA,0,0,50,22,
2025-7-21,ALCIS.PA,85,0,75,68,
2025-7-21,ALCBI.PA,100,0,75,72,
2025-7-21,CBOT.PA,45,50,25,37.75,
2025-7-22,AL2SI.PA,100,100,25,24,62.25
2025-7-22,AL2SI.PA,100,100,25,24,62.25
2025-7-22,ABCA.PA,100,50,50,52,68
2025-7-22,AB.PA,90,0,75,62,65.75
2025-7-22,ABEO.PA,35,25,50,57,42.75
2025-7-22,ABNX.PA,0,0,25,35,15
2025-7-22,ABVX.PA,65,100,0,18,42.25
2025-7-22,ABLD.PA,65,100,25,25,50.25
2025-7-22,ACAN.PA,55.00000000000001,0,50,54,45.25
2025-7-22,AC.PA,85,100,25,19,55.75
2025-7-22,ALALO.PA,N/A,,N/A,NaN,NaN
2025-7-22,EOS.PA,100,0,75,60,68.75
2025-7-22,ALATI.PA,100,50,25,30,56.25
2025-7-22,MLACT.PA,0,50,50,50,32.5
2025-7-22,ALDV.PA,70,0,75,NaN,NaN
2025-7-22,ALARF.PA,85,100,25,44,62
2025-7-22,ADOC.PA,0,100,25,39,31
2025-7-22,ALADO.PA,0,50,100,93,55.75
2025-7-22,ADP.PA,40,75,25,38,41
2025-7-22,ALDVI.PA,0,50,75,59,41
2025-7-22,ALAVI.PA,10,50,50,77,42.75
2025-7-22,AELIS.PA,0,0,100,77,44.25
2025-7-22,AKOM.PA,0,0,75,NaN,NaN
2025-7-22,ALAFY.PA,85,0,75,79,68.25
2025-7-22,AFME.PA,0,0,75,51,31.5
2025-7-22,MLAGI.PA,15,50,50,100,50.25
2025-7-22,MLAA.PA,25,0,25,NaN,NaN
2025-7-22,ALAGP.PA,100,50,50,42,65.5
2025-7-22,ALAGR.PA,15,0,100,58,44.75
2025-7-22,AF.PA,100,50,25,8,50.75
2025-7-22,AI.PA,75,50,75,64,68.5
2025-7-22,AIR.PA,100,50,25,33,57
2025-7-22,ALAIR.PA,35,50,50,41,42.5
2025-7-22,AKW.PA,65,25,50,55,52.75
2025-7-22,AAA.PA,0,75,50,43,34.5
2025-7-22,ALCHI.PA,0,50,50,NaN,NaN
2025-7-22,ALO.PA,15,100,25,39,36.25
2025-7-22,CDA.PA,100,25,50,50,63.75
2025-7-22,ALTA.PA,45,50,50,59,50.5
2025-7-22,AREIT.PA,100,25,50,100,76.25
2025-7-22,ATE.PA,15,50,50,42,35.75
2025-7-22,ALORA.PA,85,0,50,53,55.5
2025-7-22,MLALV.PA,65,0,100,NaN,NaN
2025-7-22,ALAMA.PA,100,50,25,28,55.75
2025-7-22,MLAAH.PA,0,0,75,51,31.5
2025-7-22,ALMIB.PA,75,50,50,44,57.25
2025-7-22,AMPLI.PA,85,0,50,46,53.75
2025-7-22,AMUN.PA,75,100,25,30,55
2025-7-22,ANTIN.PA,85,50,50,42,60.25
2025-7-22,MLASO.PA,0,0,0,NaN,NaN
2025-7-22,ALAQU.PA,85,75,50,39,63.25
2025-7-22,ARAMI.PA,15,0,75,84,45
2025-7-22,ALJXR.PA,100,0,75,50,66.25
2025-7-22,MLARD.PA,0,75,50,NaN,NaN
2025-7-22,ALCUR.PA,10,0,75,74,40.75
2025-7-22,MLARE.PA,0,0,0,NaN,NaN
2025-7-22,ARG.PA,65,50,25,63,52.25
2025-7-22,AKE.PA,0,50,50,49,32.25
2025-7-22,MLARI.PA,0,0,0,NaN,NaN
2025-7-22,ARTE.PA,100,25,50,44,62.25
2025-7-22,PRC.PA,85,25,50,47,57.75
2025-7-22,ARTO.PA,15,100,25,16,30.5
2025-7-22,ARVEN.PA,100,25,50,35,60
2025-7-22,MLAEM.PA,100,50,50,NaN,NaN
2025-7-22,ASY.PA,85,50,25,37,52.75
2025-7-22,MLAST.PA,0,0,0,NaN,NaN
2025-7-22,ALATA.PA,85,0,100,78,74.25
2025-7-22,ATEME.PA,65,50,50,34,51.25
2025-7-22,ATLD.PA,85,50,75,66,72.5
2025-7-22,ATO.PA,0,50,50,83,40.75
2025-7-22,AUB.PA,100,25,50,47,63
2025-7-22,ALAUD.PA,85,0,50,56,56.25
2025-7-22,AUGR.PA,90,0,50,100,69
2025-7-22,ALAMG.PA,0,0,0,NaN,NaN
2025-7-22,AURE.PA,65,50,50,42,53.25
2025-7-22,AVT.PA,0,0,0,42,10.5
2025-7-22,MLAAT.PA,0,0,25,NaN,NaN
2025-7-22,CS.PA,85,100,25,47,62.75
2025-7-22,ALBKK.PA,100,0,50,51,60.25
2025-7-22,BAIN.PA,35,100,25,35,42.25
2025-7-22,BALYO.PA,100,0,50,48,59.5
2025-7-22,BUI.PA,35,0,75,100,56
2025-7-22,MLBAR.PA,0,0,0,NaN,NaN
2025-7-22,BASS.PA,100,100,25,44,67.25
2025-7-22,BLC.PA,100,25,50,50,63.75
2025-7-22,ALBDM.PA,100,25,75,57,71.75
2025-7-22,MLBBO.PA,0,0,75,NaN,NaN
2025-7-22,BLV.PA,100,25,25,28,52
2025-7-22,BEN.PA,0,100,50,38,37
2025-7-22,ALDBL.PA,0,50,50,62,35.5
2025-7-22,BB.PA,0,75,50,43,34.5
2025-7-22,BIG.PA,65,50,50,32,50.75
2025-7-22,ALBLD.PA,100,25,50,41,61.5
2025-7-22,ALTUV.PA,40,50,50,34,42.5
2025-7-22,ALBPS.PA,0,0,25,9,8.5
2025-7-22,BIM.PA,85,0,50,44,53.25
2025-7-22,ALBIO.PA,0,0,50,37,21.75
2025-7-22,BLEE.PA,0,50,50,77,39.25
2025-7-22,MLBSP.PA,20,0,75,NaN,NaN
2025-7-22,ALBLU.PA,0,50,100,71,50.25
2025-7-22,ALBOA.PA,90,0,75,62,65.75
2025-7-22,BNP.PA,85,100,25,44,62
2025-7-22,MLONE.PA,0,0,75,NaN,NaN
2025-7-22,BOI.PA,0,50,75,55,40
2025-7-22,BOL.PA,0,75,25,49,29.75
2025-7-22,BON.PA,100,0,50,56,61.5
2025-7-22,MLBON.PA,0,50,50,100,45
2025-7-22,ALBOO.PA,0,0,0,50,12.5
2025-7-22,ALBOU.PA,75,0,50,59,53.5
2025-7-22,EN.PA,100,25,50,45,62.5
2025-7-22,BSD.PA,15,25,50,47,33.25
2025-7-22,ALBPK.PA,100,25,75,62,73
2025-7-22,BVI.PA,30,50,50,69,47.75
2025-7-22,BUR.PA,100,50,25,41,59
2025-7-22,CAT31.PA,100,100,25,16,60.25
